Number,FileName,Value,Digits,Length,Width,Height,Box
19793,19793.png,839,"[8, 3, 9]",3,156,68,"[48, 9, 102, 58]"
19794,19794.png,2920,"[2, 9, 2, 0]",4,98,34,"[25, 6, 79, 30]"
19795,19795.png,133,"[1, 3, 3]",3,133,56,"[55, 17, 84, 41]"
19796,19796.png,118,"[1, 1, 8]",3,107,46,"[35, 4, 72, 42]"
19797,19797.png,8,[8],1,60,33,"[24, 2, 34, 30]"
19798,19798.png,119,"[1, 1, 9]",3,320,93,"[140, 34, 182, 59]"
19799,19799.png,53,"[5, 3]",2,110,54,"[41, 8, 71, 45]"
19800,19800.png,72,"[7, 2]",2,212,97,"[69, 14, 117, 79]"
19801,19801.png,17,"[1, 7]",2,61,27,"[22, 5, 38, 22]"
19802,19802.png,54,"[5, 4]",2,138,86,"[73, 18, 98, 56]"
19803,19803.png,4,[4],1,142,66,"[58, 10, 84, 52]"
19804,19804.png,192,"[1, 9, 2]",3,93,35,"[25, 1, 66, 31]"
19805,19805.png,23,"[2, 3]",2,180,89,"[60, 12, 115, 74]"
19806,19806.png,20,"[2, 0]",2,312,134,"[127, 36, 187, 98]"
19807,19807.png,43,"[4, 3]",2,117,52,"[40, 4, 79, 45]"
19808,19808.png,7,[7],1,91,51,"[32, 6, 55, 42]"
19809,19809.png,606,"[6, 0, 6]",3,107,37,"[39, 6, 73, 29]"
19810,19810.png,45,"[4, 5]",2,67,31,"[26, 3, 41, 27]"
19811,19811.png,209,"[2, 0, 9]",3,116,42,"[32, 3, 86, 36]"
19812,19812.png,389,"[3, 8, 9]",3,313,127,"[105, 32, 185, 112]"
19813,19813.png,47,"[4, 7]",2,56,25,"[18, 3, 37, 22]"
19814,19814.png,5,[5],1,59,28,"[20, 3, 37, 25]"
19815,19815.png,71,"[7, 1]",2,93,40,"[34, 6, 63, 34]"
19816,19816.png,2319,"[2, 3, 1, 9]",4,59,19,"[13, 1, 44, 16]"
19817,19817.png,26,"[2, 6]",2,100,46,"[35, 7, 62, 38]"
19818,19818.png,607,"[6, 0, 7]",3,101,37,"[33, 10, 71, 30]"
19819,19819.png,28,"[2, 8]",2,160,78,"[58, 19, 103, 62]"
19820,19820.png,2551,"[2, 5, 5, 1]",4,57,17,"[9, 1, 46, 14]"
19821,19821.png,81,"[8, 1]",2,66,24,"[22, 1, 41, 22]"
19822,19822.png,138,"[1, 3, 8]",3,70,31,"[24, 4, 46, 24]"
19823,19823.png,45,"[4, 5]",2,141,56,"[62, 14, 86, 44]"
19824,19824.png,20,"[2, 0]",2,202,112,"[81, 17, 129, 93]"
19825,19825.png,323,"[3, 2, 3]",3,304,138,"[102, 21, 203, 111]"
19826,19826.png,62,"[6, 2]",2,414,146,"[102, 56, 149, 103]"
19827,19827.png,25,"[2, 5]",2,73,32,"[24, 2, 47, 26]"
19828,19828.png,3,[3],1,83,41,"[34, 8, 47, 27]"
19829,19829.png,220,"[2, 2, 0]",3,274,114,"[98, 34, 160, 80]"
19830,19830.png,1382,"[1, 3, 8, 2]",4,99,31,"[23, 1, 74, 29]"
19831,19831.png,49,"[4, 9]",2,136,62,"[48, 6, 91, 56]"
19832,19832.png,1,[1],1,115,66,"[44, 4, 97, 66]"
19833,19833.png,60,"[6, 0]",2,287,131,"[96, 32, 193, 118]"
19834,19834.png,88,"[8, 8]",2,104,44,"[34, 5, 61, 39]"
19835,19835.png,152,"[1, 5, 2]",3,131,56,"[38, 8, 88, 46]"
19836,19836.png,74,"[7, 4]",2,170,83,"[64, 12, 109, 67]"
19837,19837.png,145,"[1, 4, 5]",3,127,76,"[13, 6, 74, 63]"
19838,19838.png,170,"[1, 7, 0]",3,125,55,"[45, 6, 81, 45]"
19839,19839.png,3,[3],1,216,99,"[101, 16, 129, 84]"
19840,19840.png,85,"[8, 5]",2,87,39,"[29, 2, 60, 33]"
19841,19841.png,23,"[2, 3]",2,42,22,"[8, 4, 26, 21]"
19842,19842.png,5,[5],1,147,80,"[66, 20, 92, 65]"
19843,19843.png,39,"[3, 9]",2,67,28,"[22, 2, 46, 22]"
19844,19844.png,40,"[4, 0]",2,312,122,"[104, 10, 212, 98]"
19845,19845.png,61,"[6, 1]",2,51,26,"[20, 2, 31, 22]"
19846,19846.png,4,[4],1,34,18,"[13, 1, 20, 15]"
19847,19847.png,142,"[1, 4, 2]",3,70,33,"[21, 4, 46, 29]"
19848,19848.png,6,[6],1,95,49,"[36, 5, 54, 43]"
19849,19849.png,6,[6],1,111,94,"[21, 26, 36, 72]"
19850,19850.png,474,"[4, 7, 4]",3,103,42,"[38, 1, 68, 33]"
19851,19851.png,6,[6],1,134,69,"[43, 5, 83, 59]"
19852,19852.png,82,"[8, 2]",2,252,103,"[93, 26, 162, 79]"
19853,19853.png,56,"[5, 6]",2,224,113,"[73, 27, 124, 86]"
19854,19854.png,132,"[1, 3, 2]",3,189,69,"[52, 10, 137, 59]"
19855,19855.png,153,"[1, 5, 3]",3,229,93,"[77, 5, 154, 85]"
19856,19856.png,125,"[1, 2, 5]",3,92,39,"[31, 9, 61, 32]"
19857,19857.png,64,"[6, 4]",2,98,40,"[37, 6, 61, 33]"
19858,19858.png,63,"[6, 3]",2,201,72,"[64, 13, 121, 68]"
19859,19859.png,110,"[1, 1, 0]",3,93,48,"[37, 9, 56, 40]"
19860,19860.png,157,"[1, 5, 7]",3,87,34,"[27, 8, 54, 28]"
19861,19861.png,24,"[2, 4]",2,102,55,"[16, 6, 62, 47]"
19862,19862.png,2426,"[2, 4, 2, 6]",4,91,31,"[23, 1, 68, 26]"
19863,19863.png,1056,"[1, 0, 5, 6]",4,282,112,"[108, 23, 180, 87]"
19864,19864.png,21,"[2, 1]",2,82,41,"[31, 4, 54, 38]"
19865,19865.png,29,"[2, 9]",2,117,55,"[48, 16, 67, 42]"
19866,19866.png,75,"[7, 5]",2,86,39,"[27, 5, 56, 31]"
19867,19867.png,36,"[3, 6]",2,93,48,"[28, 5, 60, 39]"
19868,19868.png,360,"[3, 6, 0]",3,269,103,"[96, 9, 178, 83]"
19869,19869.png,27,"[2, 7]",2,132,55,"[43, 4, 91, 47]"
19870,19870.png,413,"[4, 1, 3]",3,175,72,"[56, 15, 124, 59]"
19871,19871.png,163,"[1, 6, 3]",3,65,31,"[23, 3, 42, 27]"
19872,19872.png,513,"[5, 1, 3]",3,152,98,"[77, 20, 113, 77]"
19873,19873.png,52,"[5, 2]",2,41,17,"[12, 1, 30, 15]"
19874,19874.png,108,"[1, 0, 8]",3,237,107,"[111, 42, 146, 87]"
19875,19875.png,257,"[2, 5, 7]",3,99,50,"[37, 6, 65, 46]"
19876,19876.png,10,"[1, 0]",2,65,26,"[19, 1, 45, 25]"
19877,19877.png,12,"[1, 2]",2,108,50,"[38, 7, 64, 43]"
19878,19878.png,224,"[2, 2, 4]",3,135,51,"[41, 13, 75, 42]"
19879,19879.png,162,"[1, 6, 2]",3,286,103,"[66, 1, 209, 89]"
19880,19880.png,10,"[1, 0]",2,62,33,"[22, 8, 39, 30]"
19881,19881.png,8,[8],1,109,54,"[39, 1, 72, 54]"
19882,19882.png,10,"[1, 0]",2,56,27,"[22, 5, 31, 18]"
19883,19883.png,21,"[2, 1]",2,657,327,"[235, 59, 389, 260]"
19884,19884.png,49,"[4, 9]",2,90,39,"[28, 2, 62, 35]"
19885,19885.png,327,"[3, 2, 7]",3,58,20,"[15, 1, 43, 20]"
19886,19886.png,20,"[2, 0]",2,126,59,"[44, 6, 85, 51]"
19887,19887.png,12,"[1, 2]",2,49,19,"[17, 1, 33, 17]"
19888,19888.png,2,[2],1,79,39,"[29, 8, 43, 33]"
19889,19889.png,9,[9],1,129,71,"[49, 7, 83, 62]"
19890,19890.png,2,[2],1,55,24,"[26, 3, 32, 20]"
19891,19891.png,804,"[8, 0, 4]",3,211,97,"[90, 28, 130, 68]"
19892,19892.png,8195,"[8, 1, 9, 5]",4,276,98,"[85, 20, 191, 78]"
19893,19893.png,19,"[1, 9]",2,46,22,"[16, 2, 29, 19]"
19894,19894.png,208,"[2, 0, 8]",3,146,56,"[51, 17, 101, 43]"
19895,19895.png,38,"[3, 8]",2,248,98,"[104, 24, 151, 73]"
19896,19896.png,214,"[2, 1, 4]",3,78,34,"[30, 5, 51, 25]"
19897,19897.png,34,"[3, 4]",2,219,95,"[56, 3, 155, 88]"
19898,19898.png,132,"[1, 3, 2]",3,115,73,"[51, 8, 115, 66]"
19899,19899.png,35,"[3, 5]",2,89,39,"[30, 8, 57, 32]"
19900,19900.png,17,"[1, 7]",2,78,34,"[31, 4, 49, 24]"
19901,19901.png,61,"[6, 1]",2,51,25,"[21, 3, 31, 18]"
19902,19902.png,805,"[8, 0, 5]",3,288,99,"[94, 8, 162, 90]"
19903,19903.png,10,"[1, 0]",2,159,77,"[48, 13, 103, 67]"
19904,19904.png,7,[7],1,66,35,"[26, 5, 39, 27]"
19905,19905.png,1969,"[1, 9, 6, 9]",4,265,108,"[77, 23, 184, 107]"
19906,19906.png,68,"[6, 8]",2,167,81,"[62, 14, 110, 68]"
19907,19907.png,71,"[7, 1]",2,87,42,"[28, 2, 59, 34]"
19908,19908.png,13,"[1, 3]",2,128,62,"[50, 10, 82, 50]"
19909,19909.png,46,"[4, 6]",2,177,74,"[61, 9, 120, 60]"
19910,19910.png,12,"[1, 2]",2,146,57,"[63, 8, 99, 53]"
19911,19911.png,45,"[4, 5]",2,146,63,"[48, 2, 96, 57]"
19912,19912.png,35,"[3, 5]",2,85,41,"[29, 6, 54, 38]"
19913,19913.png,68,"[6, 8]",2,66,26,"[23, 1, 46, 24]"
19914,19914.png,18,"[1, 8]",2,114,52,"[38, 7, 72, 42]"
19915,19915.png,11,"[1, 1]",2,56,25,"[17, 1, 40, 24]"
19916,19916.png,124,"[1, 2, 4]",3,137,59,"[36, 4, 102, 52]"
19917,19917.png,10,"[1, 0]",2,165,83,"[57, 14, 105, 71]"
19918,19918.png,28,"[2, 8]",2,47,24,"[16, 1, 31, 24]"
19919,19919.png,103,"[1, 0, 3]",3,180,84,"[63, 13, 118, 71]"
19920,19920.png,2,[2],1,34,16,"[13, 2, 22, 15]"
19921,19921.png,5,[5],1,102,45,"[43, 13, 59, 35]"
19922,19922.png,28,"[2, 8]",2,53,24,"[17, 4, 36, 21]"
19923,19923.png,14,"[1, 4]",2,193,85,"[97, 25, 131, 62]"
19924,19924.png,36,"[3, 6]",2,63,30,"[21, 3, 40, 25]"
19925,19925.png,187,"[1, 8, 7]",3,137,57,"[45, 7, 94, 42]"
19926,19926.png,24,"[2, 4]",2,60,24,"[19, 1, 41, 24]"
19927,19927.png,161,"[1, 6, 1]",3,87,40,"[22, 0, 63, 37]"
19928,19928.png,10,"[1, 0]",2,81,41,"[32, 7, 52, 35]"
19929,19929.png,43,"[4, 3]",2,145,74,"[52, 10, 88, 61]"
19930,19930.png,59,"[5, 9]",2,80,34,"[26, 5, 52, 32]"
19931,19931.png,60,"[6, 0]",2,236,110,"[94, 28, 143, 76]"
19932,19932.png,110,"[1, 1, 0]",3,140,48,"[43, 8, 101, 38]"
19933,19933.png,61,"[6, 1]",2,145,56,"[70, 9, 107, 47]"
19934,19934.png,98,"[9, 8]",2,64,25,"[19, 2, 37, 20]"
19935,19935.png,18,"[1, 8]",2,72,34,"[27, 7, 44, 30]"
19936,19936.png,122,"[1, 2, 2]",3,117,43,"[47, 12, 72, 37]"
19937,19937.png,121,"[1, 2, 1]",3,74,32,"[25, 7, 45, 25]"
19938,19938.png,163,"[1, 6, 3]",3,72,28,"[20, 1, 50, 24]"
19939,19939.png,247,"[2, 4, 7]",3,214,74,"[45, 2, 163, 69]"
19940,19940.png,47,"[4, 7]",2,256,118,"[86, 18, 174, 104]"
19941,19941.png,88,"[8, 8]",2,136,60,"[43, 5, 93, 53]"
19942,19942.png,200,"[2, 0, 0]",3,293,106,"[108, 11, 205, 101]"
19943,19943.png,320,"[3, 2, 0]",3,101,49,"[39, 11, 62, 39]"
19944,19944.png,40,"[4, 0]",2,54,24,"[16, 2, 34, 17]"
19945,19945.png,338,"[3, 3, 8]",3,206,76,"[61, 13, 141, 63]"
19946,19946.png,93,"[9, 3]",2,63,25,"[20, 2, 46, 22]"
19947,19947.png,142,"[1, 4, 2]",3,365,141,"[179, 27, 247, 76]"
19948,19948.png,42,"[4, 2]",2,229,109,"[68, 12, 145, 97]"
19949,19949.png,16,"[1, 6]",2,192,92,"[60, 11, 134, 82]"
19950,19950.png,22,"[2, 2]",2,63,28,"[24, 3, 39, 27]"
19951,19951.png,2635,"[2, 6, 3, 5]",4,69,21,"[17, 1, 55, 18]"
19952,19952.png,32,"[3, 2]",2,74,37,"[28, 10, 47, 32]"
19953,19953.png,5,[5],1,95,52,"[35, 4, 57, 45]"
19954,19954.png,182,"[1, 8, 2]",3,226,97,"[83, 20, 146, 78]"
19955,19955.png,48,"[4, 8]",2,365,127,"[208, 17, 273, 80]"
19956,19956.png,264,"[2, 6, 4]",3,85,32,"[25, 3, 61, 26]"
19957,19957.png,85,"[8, 5]",2,91,40,"[31, 7, 58, 36]"
19958,19958.png,38,"[3, 8]",2,184,80,"[54, 7, 130, 75]"
19959,19959.png,27,"[2, 7]",2,84,35,"[25, 1, 59, 32]"
19960,19960.png,99,"[9, 9]",2,264,117,"[116, 29, 164, 65]"
19961,19961.png,163,"[1, 6, 3]",3,96,39,"[31, 1, 58, 32]"
19962,19962.png,22,"[2, 2]",2,163,74,"[56, 10, 106, 63]"
19963,19963.png,35,"[3, 5]",2,97,46,"[34, 7, 60, 41]"
19964,19964.png,23,"[2, 3]",2,65,28,"[25, 2, 42, 23]"
19965,19965.png,115,"[1, 1, 5]",3,59,25,"[20, 1, 42, 21]"
19966,19966.png,48,"[4, 8]",2,81,40,"[29, 7, 51, 33]"
19967,19967.png,631,"[6, 3, 1]",3,233,98,"[82, 15, 158, 73]"
19968,19968.png,6,[6],1,57,27,"[23, 1, 38, 19]"
19969,19969.png,45,"[4, 5]",2,209,87,"[61, 12, 154, 79]"
19970,19970.png,2672,"[2, 6, 7, 2]",4,82,34,"[24, 2, 57, 30]"
19971,19971.png,194,"[1, 9, 4]",3,92,34,"[26, 2, 66, 29]"
19972,19972.png,19,"[1, 9]",2,57,31,"[21, 2, 35, 24]"
19973,19973.png,88,"[8, 8]",2,157,67,"[62, 15, 101, 55]"
19974,19974.png,24,"[2, 4]",2,147,61,"[54, 11, 97, 49]"
19975,19975.png,48,"[4, 8]",2,231,119,"[89, 21, 126, 70]"
19976,19976.png,175,"[1, 7, 5]",3,174,55,"[20, 11, 54, 41]"
19977,19977.png,81,"[8, 1]",2,74,34,"[28, 5, 46, 31]"
19978,19978.png,56,"[5, 6]",2,71,32,"[24, 4, 48, 27]"
19979,19979.png,34,"[3, 4]",2,87,41,"[30, 4, 57, 36]"
19980,19980.png,1634,"[1, 6, 3, 4]",4,85,27,"[21, 2, 64, 23]"
19981,19981.png,38,"[3, 8]",2,98,41,"[29, 2, 67, 40]"
19982,19982.png,261,"[2, 6, 1]",3,205,105,"[86, 19, 125, 63]"
19983,19983.png,263,"[2, 6, 3]",3,241,97,"[72, 11, 169, 82]"
19984,19984.png,238,"[2, 3, 8]",3,201,83,"[69, 19, 131, 52]"
19985,19985.png,57,"[5, 7]",2,65,35,"[23, 0, 41, 30]"
19986,19986.png,87,"[8, 7]",2,97,45,"[35, 6, 61, 36]"
19987,19987.png,301,"[3, 0, 1]",3,234,103,"[84, 17, 142, 79]"
19988,19988.png,555,"[5, 5, 5]",3,311,181,"[124, 27, 214, 108]"
19989,19989.png,16,"[1, 6]",2,309,143,"[90, 11, 228, 127]"
19990,19990.png,21,"[2, 1]",2,45,20,"[17, 1, 28, 18]"
19991,19991.png,40,"[4, 0]",2,49,20,"[17, 3, 31, 18]"
19992,19992.png,34,"[3, 4]",2,91,54,"[44, 16, 63, 42]"
19993,19993.png,3,[3],1,93,47,"[37, 10, 46, 43]"
19994,19994.png,28,"[2, 8]",2,85,42,"[32, 7, 50, 35]"
19995,19995.png,33,"[3, 3]",2,80,37,"[24, 3, 56, 34]"
19996,19996.png,75,"[7, 5]",2,153,71,"[54, 12, 100, 60]"
19997,19997.png,22,"[2, 2]",2,80,32,"[22, 3, 57, 26]"
19998,19998.png,223,"[2, 2, 3]",3,174,92,"[69, 16, 102, 76]"
19999,19999.png,44,"[4, 4]",2,162,68,"[45, 9, 117, 60]"
20000,20000.png,1252,"[1, 2, 5, 2]",4,80,21,"[13, 3, 64, 21]"
20001,20001.png,136,"[1, 3, 6]",3,393,208,"[172, 98, 232, 166]"
20002,20002.png,7,[7],1,215,116,"[82, 12, 134, 101]"
20003,20003.png,50,"[5, 0]",2,57,21,"[13, 1, 40, 21]"
20004,20004.png,169,"[1, 6, 9]",3,60,25,"[17, 3, 41, 22]"
20005,20005.png,267,"[2, 6, 7]",3,107,54,"[39, 12, 67, 48]"
20006,20006.png,696,"[6, 9, 6]",3,211,117,"[162, 78, 194, 106]"
20007,20007.png,135,"[1, 3, 5]",3,381,188,"[138, 23, 245, 161]"
20008,20008.png,41,"[4, 1]",2,66,32,"[26, 8, 41, 28]"
20009,20009.png,751,"[7, 5, 1]",3,147,64,"[47, 11, 98, 50]"
20010,20010.png,124,"[1, 2, 4]",3,187,69,"[60, 8, 117, 46]"
20011,20011.png,23,"[2, 3]",2,74,32,"[23, 5, 50, 28]"
20012,20012.png,114,"[1, 1, 4]",3,64,26,"[18, 1, 45, 24]"
20013,20013.png,30,"[3, 0]",2,48,21,"[16, 3, 33, 19]"
20014,20014.png,59,"[5, 9]",2,76,33,"[25, 2, 51, 28]"
20015,20015.png,1,[1],1,86,42,"[30, 5, 41, 36]"
20016,20016.png,75,"[7, 5]",2,95,40,"[37, 10, 61, 31]"
20017,20017.png,4,[4],1,47,25,"[20, 2, 27, 19]"
20018,20018.png,10,"[1, 0]",2,134,66,"[44, 6, 89, 52]"
20019,20019.png,2,[2],1,85,39,"[34, 8, 52, 34]"
20020,20020.png,529,"[5, 2, 9]",3,143,50,"[52, 9, 101, 41]"
20021,20021.png,46,"[4, 6]",2,185,82,"[59, 2, 127, 76]"
20022,20022.png,37,"[3, 7]",2,157,44,"[40, 11, 63, 33]"
20023,20023.png,102,"[1, 0, 2]",3,74,28,"[23, 3, 47, 26]"
20024,20024.png,23,"[2, 3]",2,50,20,"[17, 2, 31, 18]"
20025,20025.png,286,"[2, 8, 6]",3,236,77,"[79, 38, 116, 60]"
20026,20026.png,96,"[9, 6]",2,161,69,"[52, 10, 109, 59]"
20027,20027.png,29,"[2, 9]",2,75,33,"[28, 6, 45, 28]"
20028,20028.png,123,"[1, 2, 3]",3,41,19,"[12, 3, 29, 15]"
20029,20029.png,16,"[1, 6]",2,78,34,"[25, 3, 48, 30]"
20030,20030.png,42,"[4, 2]",2,108,52,"[36, 3, 77, 49]"
20031,20031.png,154,"[1, 5, 4]",3,186,62,"[88, 13, 138, 47]"
20032,20032.png,138,"[1, 3, 8]",3,74,32,"[24, 3, 48, 26]"
20033,20033.png,161,"[1, 6, 1]",3,84,38,"[28, 5, 54, 28]"
20034,20034.png,49,"[4, 9]",2,165,77,"[62, 6, 113, 71]"
20035,20035.png,22,"[2, 2]",2,116,51,"[37, 4, 82, 45]"
20036,20036.png,4,[4],1,102,41,"[40, 3, 58, 33]"
20037,20037.png,91,"[9, 1]",2,92,41,"[31, 2, 61, 36]"
20038,20038.png,1,[1],1,145,82,"[47, 22, 63, 61]"
20039,20039.png,254,"[2, 5, 4]",3,337,184,"[148, 101, 214, 149]"
20040,20040.png,37,"[3, 7]",2,204,79,"[68, 17, 139, 64]"
20041,20041.png,20,"[2, 0]",2,67,32,"[21, 1, 46, 31]"
20042,20042.png,77,"[7, 7]",2,106,43,"[44, 13, 63, 32]"
20043,20043.png,47,"[4, 7]",2,227,96,"[70, 9, 158, 85]"
20044,20044.png,35,"[3, 5]",2,64,47,"[35, 10, 64, 42]"
20045,20045.png,1765,"[1, 7, 6, 5]",4,61,20,"[14, 3, 44, 16]"
20046,20046.png,787,"[7, 8, 7]",3,109,47,"[37, 13, 71, 35]"
20047,20047.png,144,"[1, 4, 4]",3,85,40,"[34, 5, 53, 33]"
20048,20048.png,14,"[1, 4]",2,137,69,"[48, 5, 89, 63]"
20049,20049.png,48,"[4, 8]",2,117,48,"[43, 11, 74, 41]"
20050,20050.png,26,"[2, 6]",2,71,28,"[22, 3, 48, 24]"
20051,20051.png,9,[9],1,111,59,"[43, 5, 70, 54]"
20052,20052.png,63,"[6, 3]",2,264,105,"[82, 27, 147, 85]"
20053,20053.png,367,"[3, 6, 7]",3,135,52,"[37, 1, 100, 45]"
20054,20054.png,45,"[4, 5]",2,146,63,"[50, 13, 89, 47]"
20055,20055.png,93,"[9, 3]",2,80,35,"[26, 4, 53, 31]"
20056,20056.png,1551,"[1, 5, 5, 1]",4,135,41,"[30, 2, 112, 44]"
20057,20057.png,49,"[4, 9]",2,75,31,"[25, 1, 48, 27]"
20058,20058.png,7,[7],1,77,40,"[32, 6, 45, 30]"
20059,20059.png,769,"[7, 6, 9]",3,178,97,"[60, 1, 108, 78]"
20060,20060.png,28,"[2, 8]",2,299,159,"[133, 79, 172, 134]"
20061,20061.png,35,"[3, 5]",2,193,90,"[70, 20, 117, 67]"
20062,20062.png,32,"[3, 2]",2,38,16,"[12, 2, 25, 13]"
20063,20063.png,68,"[6, 8]",2,176,75,"[54, 9, 123, 66]"
20064,20064.png,122,"[1, 2, 2]",3,79,33,"[24, 3, 54, 30]"
20065,20065.png,474,"[4, 7, 4]",3,145,51,"[44, 5, 101, 49]"
20066,20066.png,2,[2],1,132,71,"[58, 16, 76, 55]"
20067,20067.png,35,"[3, 5]",2,71,36,"[26, 7, 44, 31]"
20068,20068.png,409,"[4, 0, 9]",3,92,43,"[33, 9, 61, 34]"
20069,20069.png,1454,"[1, 4, 5, 4]",4,59,18,"[14, 1, 44, 15]"
20070,20070.png,279,"[2, 7, 9]",3,51,23,"[17, 3, 35, 20]"
20071,20071.png,60,"[6, 0]",2,69,33,"[25, 4, 45, 26]"
20072,20072.png,8,[8],1,328,157,"[126, 23, 182, 120]"
20073,20073.png,49,"[4, 9]",2,267,169,"[129, 32, 223, 137]"
20074,20074.png,244,"[2, 4, 4]",3,129,38,"[24, 1, 102, 38]"
20075,20075.png,44,"[4, 4]",2,55,28,"[20, 3, 33, 23]"
20076,20076.png,1,[1],1,69,35,"[30, 7, 37, 25]"
20077,20077.png,49,"[4, 9]",2,215,116,"[93, 15, 128, 99]"
20078,20078.png,133,"[1, 3, 3]",3,57,26,"[21, 4, 37, 22]"
20079,20079.png,18,"[1, 8]",2,65,31,"[25, 5, 37, 22]"
20080,20080.png,9,[9],1,59,32,"[22, 6, 36, 27]"
20081,20081.png,18,"[1, 8]",2,67,33,"[24, 2, 40, 27]"
20082,20082.png,11,"[1, 1]",2,41,20,"[17, 1, 24, 18]"
20083,20083.png,159,"[1, 5, 9]",3,155,63,"[60, 11, 107, 50]"
20084,20084.png,15,"[1, 5]",2,140,55,"[41, 4, 100, 49]"
20085,20085.png,1314,"[1, 3, 1, 4]",4,59,19,"[15, 1, 44, 17]"
20086,20086.png,227,"[2, 2, 7]",3,128,55,"[55, 17, 77, 35]"
20087,20087.png,9,[9],1,219,78,"[131, 15, 152, 63]"
20088,20088.png,2531,"[2, 5, 3, 1]",4,53,14,"[12, 1, 39, 13]"
20089,20089.png,88,"[8, 8]",2,245,105,"[72, 50, 98, 84]"
20090,20090.png,32,"[3, 2]",2,107,52,"[41, 15, 66, 39]"
20091,20091.png,5,[5],1,74,37,"[29, 7, 45, 34]"
20092,20092.png,260,"[2, 6, 0]",3,65,27,"[22, 1, 46, 26]"
20093,20093.png,66,"[6, 6]",2,175,81,"[60, 11, 114, 66]"
20094,20094.png,20,"[2, 0]",2,141,61,"[47, 6, 95, 54]"
20095,20095.png,4,[4],1,186,98,"[73, 17, 117, 85]"
20096,20096.png,399,"[3, 9, 9]",3,85,33,"[25, 1, 61, 30]"
20097,20097.png,1,[1],1,160,95,"[64, 7, 93, 84]"
20098,20098.png,65,"[6, 5]",2,88,69,"[0, 23, 33, 54]"
20099,20099.png,8,[8],1,81,42,"[32, 3, 49, 39]"
20100,20100.png,68,"[6, 8]",2,127,52,"[39, 6, 87, 41]"
20101,20101.png,14,"[1, 4]",2,101,48,"[30, 1, 66, 41]"
20102,20102.png,867,"[8, 6, 7]",3,184,78,"[56, 15, 132, 53]"
20103,20103.png,8,[8],1,127,59,"[73, 14, 82, 57]"
20104,20104.png,5,[5],1,112,56,"[43, 6, 73, 48]"
20105,20105.png,341,"[3, 4, 1]",3,79,40,"[2, 4, 42, 30]"
20106,20106.png,140,"[1, 4, 0]",3,170,76,"[51, 5, 117, 64]"
20107,20107.png,119,"[1, 1, 9]",3,110,48,"[44, 15, 65, 36]"
20108,20108.png,51,"[5, 1]",2,51,24,"[18, 5, 31, 19]"
20109,20109.png,202,"[2, 0, 2]",3,124,54,"[42, 11, 85, 45]"
20110,20110.png,10,"[1, 0]",2,200,83,"[78, 8, 139, 69]"
20111,20111.png,16,"[1, 6]",2,99,41,"[37, 7, 55, 31]"
20112,20112.png,7,[7],1,90,46,"[38, 6, 56, 39]"
20113,20113.png,3,[3],1,110,60,"[47, 11, 61, 43]"
20114,20114.png,14,"[1, 4]",2,133,56,"[42, 7, 93, 50]"
20115,20115.png,11,"[1, 1]",2,40,18,"[14, 2, 22, 14]"
20116,20116.png,27,"[2, 7]",2,70,33,"[27, 6, 42, 27]"
20117,20117.png,41,"[4, 1]",2,46,23,"[19, 6, 28, 19]"
20118,20118.png,38,"[3, 8]",2,47,21,"[16, 3, 31, 17]"
20119,20119.png,18,"[1, 8]",2,58,26,"[21, 3, 35, 22]"
20120,20120.png,37,"[3, 7]",2,76,35,"[34, 1, 45, 23]"
20121,20121.png,106,"[1, 0, 6]",3,295,105,"[87, 40, 127, 73]"
20122,20122.png,21,"[2, 1]",2,122,58,"[39, 7, 81, 51]"
20123,20123.png,7,[7],1,154,67,"[66, 16, 86, 50]"
20124,20124.png,64,"[6, 4]",2,88,42,"[33, 2, 57, 35]"
20125,20125.png,21,"[2, 1]",2,54,21,"[18, 1, 36, 21]"
20126,20126.png,27,"[2, 7]",2,99,47,"[38, 7, 63, 38]"
20127,20127.png,27,"[2, 7]",2,104,56,"[41, 8, 61, 50]"
20128,20128.png,65,"[6, 5]",2,117,49,"[41, 13, 75, 40]"
20129,20129.png,1,[1],1,92,49,"[40, 4, 53, 40]"
20130,20130.png,61,"[6, 1]",2,129,69,"[55, 16, 81, 57]"
20131,20131.png,40,"[4, 0]",2,81,35,"[29, 2, 55, 30]"
20132,20132.png,51,"[5, 1]",2,89,45,"[35, 5, 54, 38]"
20133,20133.png,33,"[3, 3]",2,68,33,"[24, 5, 42, 25]"
20134,20134.png,33,"[3, 3]",2,107,45,"[34, 3, 81, 40]"
20135,20135.png,38,"[3, 8]",2,75,34,"[25, 5, 53, 30]"
20136,20136.png,1,[1],1,60,34,"[26, 4, 33, 27]"
20137,20137.png,6,[6],1,42,22,"[16, 4, 22, 18]"
20138,20138.png,6,[6],1,68,36,"[25, 7, 42, 30]"
20139,20139.png,6,[6],1,94,53,"[40, 6, 59, 48]"
20140,20140.png,34,"[3, 4]",2,85,35,"[34, 7, 53, 28]"
20141,20141.png,2,[2],1,83,46,"[34, 5, 52, 38]"
20142,20142.png,671,"[6, 7, 1]",3,177,71,"[49, 6, 120, 61]"
20143,20143.png,153,"[1, 5, 3]",3,91,39,"[30, 2, 64, 34]"
20144,20144.png,4,[4],1,94,42,"[36, 4, 58, 38]"
20145,20145.png,6,[6],1,90,47,"[30, 1, 57, 45]"
20146,20146.png,6,[6],1,138,74,"[50, 7, 87, 65]"
